0,1,cluster
-53.865215,16.900568,0
49.292667,-23.968552,4
-14.014301,65.25152,1
61.57596,18.173359,1
26.948269,18.596848,1
-7.288267,26.236006,1
28.806694,-77.29632,0
-1.4196736,-48.062366,0
-15.762343,16.683226,4
25.132105,62.032845,1
48.090687,-44.94749,0
26.819267,48.28043,1
34.847084,0.67773986,1
10.888337,28.804321,1
-18.242664,65.53526,1
18.955112,18.216177,1
0.98927027,-75.186554,0
-4.1397524,-91.20415,0
22.277363,21.5686,1
-37.33757,-49.938805,3
-73.35175,-34.048367,0
-29.021114,12.464344,0
51.910362,-27.999899,0
83.96584,5.6077337,1
-13.563826,-63.157394,4
-7.8443203,36.62918,1
39.112267,-66.49736,0
45.41372,31.154657,1
33.727093,35.485016,4
-66.99342,-23.533163,0
-30.949152,76.09895,1
21.008022,-76.67595,0
-31.275679,-11.008778,0
-58.969395,1.2264025,0
34.695297,0.41432726,1
20.43948,-100.17639,0
-85.85881,-3.5141344,0
50.056877,-21.54879,4
-70.78798,-25.257801,0
-2.2415593,-52.728203,0
-81.58252,-16.879066,0
-31.40749,-50.60426,3
62.442333,11.776043,1
-0.16420041,-75.35434,0
81.802574,1.4916102,1
38.374092,-55.669186,4
-2.4265537,62.190384,1
-40.698578,22.298347,0
-23.024315,26.902119,0
-49.16656,-4.816302,4
44.15765,10.489729,1
11.41761,20.93926,1
-47.542458,6.81956,0
29.196577,7.4306054,1
-18.744617,52.895657,1
-22.140789,24.434912,0
-54.408134,-19.05325,0
-14.530474,56.216,1
22.57148,-64.948746,0
90.380394,-2.801225,1
64.33617,26.677912,1
-10.140703,-62.76252,0
49.329544,56.111256,1
44.28108,6.461691,1
0.29835707,-26.04902,4
-26.592337,53.718204,1
7.045016,3.3096569,0
-23.210505,24.235008,0
-17.363329,2.7099051,0
-70.773026,-7.076506,0
-9.178105,-77.86603,0
90.95593,9.734881,1
25.904736,39.298454,1
27.239265,80.02233,1
-20.957743,-23.584673,1
-57.099712,-19.619164,0
-3.7604675,-80.45374,0
-30.713608,-40.395206,0
-67.5888,-2.5303915,0
2.7588553,62.91842,1
-75.3775,-34.50923,4
-42.02545,-0.07306226,0
-68.74778,-3.3004892,0
18.236176,-27.255886,0
33.78751,39.4705,4
10.984636,-66.88646,0
-7.6028066,-82.06695,0
-22.373365,24.022808,0
19.250313,-97.36994,0
42.480953,13.484372,1
-29.563046,-9.727538,0
-15.480124,15.032046,4
-80.337875,-24.518103,0
